Timestamp=2025-07-19 23:20:52; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.218.154.32; ExternalIP=89.148.67.74; Action=Blocked; Domain=portal.zntkbgsubt.dev; QType=AAAA; RCode=NOERROR
Timestamp=2025-08-09 19:21:29; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.209.34.218; ExternalIP=25.178.87.41; Action=Blocked; Domain=mail.axczx.com; QType=MX; RCode=SERVFAIL
Timestamp=2025-08-09 19:32:53; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.192.23.32; ExternalIP=125.137.199.103; Action=Blocked; Domain=login.wzawovuuxx.com; QType=MX; RCode=NOERROR
Timestamp=2025-08-09 19:34:21; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.17.149.194; ExternalIP=53.179.29.146; Action=Blocked; Domain=login.lduibhrzux.org; QType=SOA; RCode=NOERROR
Timestamp=2025-08-09 19:45:02; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.112.52.218; ExternalIP=116.192.3.119; Action=Blocked; Domain=status.oexpwhgw.biz; QType=SRV; RCode=NXDOMAIN
Timestamp=2025-08-09 19:45:03; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.226.248.7; ExternalIP=157.242.31.247; Action=Allowed; Domain=mail.urbjr.org; QType=TXT; RCode=FORMERR
Timestamp=2025-08-09 19:58:21; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.242.29.33; ExternalIP=151.99.248.253; Action=Allowed; Domain=vpn.yhqvl.dev; QType=CAA; RCode=REFUSED
Timestamp=2025-08-09 20:04:11; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.14.217.99; ExternalIP=169.123.77.78; Action=Blocked; Domain=login.gqsteo.com; QType=AAAA; RCode=FORMERR
Timestamp=2025-08-09 20:09:55; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.64.110.35; ExternalIP=88.232.116.177; Action=Blocked; Domain=status.yqyngfn.io; QType=PTR; RCode=FORMERR
Timestamp=2025-08-09 20:20:43; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.170.61.174; ExternalIP=215.177.225.221; Action=Allowed; Domain=api.kczganonq.com; QType=SRV; RCode=NXDOMAIN
Timestamp=2025-08-09 20:25:14; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.42.63.136; ExternalIP=38.155.229.187; Action=Blocked; Domain=vpn.biimfacs.co; QType=A; RCode=FORMERR
Timestamp=2025-08-09 20:40:51; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.214.190.180; ExternalIP=81.195.250.169; Action=Blocked; Domain=secure.hlcpal.io; QType=NS; RCode=NXDOMAIN
Timestamp=2025-08-09 20:44:00; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.159.181.126; ExternalIP=156.132.29.19; Action=Allowed; Domain=updates.ftyqmz.info; QType=CAA; RCode=NXDOMAIN
Timestamp=2025-08-09 21:10:55; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.74.237.200; ExternalIP=205.42.126.201; Action=Allowed; Domain=mail.bzwpyprx.org; QType=SRV; RCode=REFUSED
Timestamp=2025-08-09 21:14:27; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.255.210.223; ExternalIP=190.139.153.147; Action=Blocked; Domain=status.jgnxy.info; QType=TXT; RCode=NXDOMAIN
Timestamp=2025-08-09 21:16:39; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.29.125.86; ExternalIP=208.115.139.163; Action=Allowed; Domain=auth.mgubomes.biz; QType=TXT; RCode=SERVFAIL
Timestamp=2025-08-09 21:23:38; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.234.170.131; ExternalIP=138.166.102.24; Action=Allowed; Domain=status.tmtopakj.net; QType=SRV; RCode=NOERROR
Timestamp=2025-08-09 21:25:40; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.105.76.28; ExternalIP=54.38.196.89; Action=Allowed; Domain=vpn.duhdmwaba.xyz; QType=PTR; RCode=NOERROR
Timestamp=2025-08-09 21:30:59; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.51.205.181; ExternalIP=138.75.238.219; Action=Allowed; Domain=assets.iirdygku.xyz; QType=CAA; RCode=NXDOMAIN
Timestamp=2025-08-09 21:57:54; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.211.110.66; ExternalIP=221.32.70.87; Action=Blocked; Domain=portal.triqqef.co; QType=SRV; RCode=SERVFAIL
Timestamp=2025-08-09 22:12:43; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.185.91.80; ExternalIP=53.164.53.85; Action=Blocked; Domain=updates.sldatxgkgs.xyz; QType=TXT; RCode=FORMERR
Timestamp=2025-08-09 22:18:05; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.169.70.59; ExternalIP=103.169.145.94; Action=Allowed; Domain=www.rtrpqcmax.org; QType=AAAA; RCode=SERVFAIL
Timestamp=2025-08-09 22:43:57; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.251.31.73; ExternalIP=34.175.252.157; Action=Blocked; Domain=secure.mctlylvzqc.org; QType=NS; RCode=REFUSED
Timestamp=2025-08-09 22:51:01; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.162.58.224; ExternalIP=202.50.111.238; Action=Allowed; Domain=repo.hvsczql.info; QType=A; RCode=FORMERR
Timestamp=2025-08-09 22:52:40; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.237.109.206; ExternalIP=80.148.143.249; Action=Allowed; Domain=repo.zfkqsro.net; QType=CAA; RCode=NOERROR
Timestamp=2025-08-09 23:15:56; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.93.96.122; ExternalIP=202.45.196.160; Action=Blocked; Domain=login.bqhpmszy.biz; QType=CAA; RCode=REFUSED
Timestamp=2025-08-09 23:21:05; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.126.66.95; ExternalIP=8.62.23.112; Action=Allowed; Domain=cdn.iujzc.biz; QType=TXT; RCode=NOERROR
Timestamp=2025-08-09 23:21:15; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.159.33.206; ExternalIP=108.136.137.166; Action=Allowed; Domain=api.cedwgggppk.xyz; QType=MX; RCode=SERVFAIL
Timestamp=2025-08-09 23:28:44; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.197.21.37; ExternalIP=153.114.69.185; Action=Blocked; Domain=status.srfna.biz; QType=TXT; RCode=FORMERR
Timestamp=2025-08-09 23:31:13; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.227.138.82; ExternalIP=133.61.126.171; Action=Blocked; Domain=assets.htcmfcs.co; QType=SRV; RCode=NXDOMAIN
Timestamp=2025-08-09 23:33:32; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.8.39.7; ExternalIP=67.253.11.205; Action=Allowed; Domain=assets.hzbwj.io; QType=A; RCode=NXDOMAIN
Timestamp=2025-08-09 23:43:51; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.138.4.173; ExternalIP=106.194.71.81; Action=Allowed; Domain=login.vlbxpcy.com; QType=A; RCode=NXDOMAIN
Timestamp=2025-08-09 23:49:10; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.133.87.234; ExternalIP=189.216.58.223; Action=Allowed; Domain=vpn.emtmkhrha.dev; QType=TXT; RCode=FORMERR
Timestamp=2025-08-09 23:50:01; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.209.42.182; ExternalIP=201.185.94.180; Action=Allowed; Domain=repo.bsmllv.info; QType=SOA; RCode=FORMERR
Timestamp=2025-08-09 23:50:57; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.148.145.40; ExternalIP=128.26.172.121; Action=Allowed; Domain=secure.lbgooqwbpd.info; QType=SRV; RCode=SERVFAIL
Timestamp=2025-08-09 23:56:18; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.249.199.137; ExternalIP=138.186.175.2; Action=Allowed; Domain=assets.majmhqky.io; QType=SOA; RCode=REFUSED
Timestamp=2025-08-10 00:03:52; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.169.43.111; ExternalIP=164.31.41.79; Action=Blocked; Domain=portal.vtyfzrgd.dev; QType=PTR; RCode=REFUSED
Timestamp=2025-08-10 00:09:00; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.118.59.13; ExternalIP=182.212.241.100; Action=Blocked; Domain=mail.wnwvxwzrc.info; QType=MX; RCode=NXDOMAIN
Timestamp=2025-08-10 00:10:03; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.232.123.153; ExternalIP=90.96.102.244; Action=Allowed; Domain=mail.vijuvmeos.info; QType=PTR; RCode=SERVFAIL
Timestamp=2025-08-10 00:11:56; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.232.27.253; ExternalIP=151.204.247.49; Action=Allowed; Domain=updates.ezshj.xyz; QType=MX; RCode=SERVFAIL
Timestamp=2025-08-10 00:26:26; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.145.127.69; ExternalIP=76.184.224.151; Action=Allowed; Domain=api.knauurcx.net; QType=A; RCode=NOERROR
Timestamp=2025-08-10 00:33:16; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.147.105.114; ExternalIP=59.49.97.217; Action=Allowed; Domain=vpn.cvtnqepmpe.net; QType=SOA; RCode=NOERROR
Timestamp=2025-08-10 00:34:05; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.90.149.155; ExternalIP=198.13.182.160; Action=Allowed; Domain=login.rdvclhmyvi.org; QType=PTR; RCode=SERVFAIL
Timestamp=2025-08-10 00:46:26; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.128.14.44; ExternalIP=202.238.159.161; Action=Allowed; Domain=mail.kjejkne.co; QType=SRV; RCode=FORMERR
Timestamp=2025-08-10 00:52:51; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.214.92.71; ExternalIP=200.81.180.9; Action=Allowed; Domain=status.yudrfkua.org; QType=SOA; RCode=NXDOMAIN
Timestamp=2025-08-10 00:59:49; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.197.148.108; ExternalIP=96.178.161.47; Action=Allowed; Domain=auth.gulpuex.org; QType=SRV; RCode=NXDOMAIN
Timestamp=2025-08-10 01:04:44; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.241.248.119; ExternalIP=185.50.17.14; Action=Blocked; Domain=portal.rwfmazmj.biz; QType=SRV; RCode=NXDOMAIN
Timestamp=2025-08-10 01:05:32; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.188.111.214; ExternalIP=19.91.235.238; Action=Blocked; Domain=www.hneuozhxh.net; QType=SOA; RCode=FORMERR
Timestamp=2025-08-10 01:07:53; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.71.187.248; ExternalIP=120.137.6.31; Action=Allowed; Domain=portal.pjxpt.io; QType=CAA; RCode=NXDOMAIN
Timestamp=2025-08-10 01:16:13; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.242.110.47; ExternalIP=34.143.195.166; Action=Allowed; Domain=auth.obtzhqqn.net; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-08-10 01:16:42; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.240.49.5; ExternalIP=55.229.82.122; Action=Allowed; Domain=auth.bctkz.co; QType=SOA; RCode=FORMERR
Timestamp=2025-08-10 01:23:10; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.169.89.54; ExternalIP=167.177.182.123; Action=Blocked; Domain=updates.cinjk.net; QType=A; RCode=SERVFAIL
Timestamp=2025-08-10 01:24:40; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.194.179.15; ExternalIP=114.191.157.164; Action=Blocked; Domain=mail.ljuwpk.co; QType=NS; RCode=REFUSED
Timestamp=2025-08-10 01:36:19; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.113.17.68; ExternalIP=67.24.54.252; Action=Allowed; Domain=www.nufsuzou.org; QType=MX; RCode=FORMERR
Timestamp=2025-08-10 01:43:20; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.129.1.40; ExternalIP=39.3.128.14; Action=Allowed; Domain=repo.lhszthj.info; QType=MX; RCode=SERVFAIL
Timestamp=2025-08-10 01:44:10; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.244.197.61; ExternalIP=91.133.19.88; Action=Allowed; Domain=vpn.boqynsug.biz; QType=AAAA; RCode=FORMERR
Timestamp=2025-08-10 01:50:25; Identity=charlie@example.com; Device=LINUX-WS01; InternalIP=10.48.72.183; ExternalIP=138.140.4.212; Action=Allowed; Domain=updates.evizavayr.io; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-08-10 01:53:47; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.71.38.153; ExternalIP=221.48.72.165; Action=Blocked; Domain=www.hoqdjhuwr.org; QType=AAAA; RCode=FORMERR
Timestamp=2025-08-10 01:54:15; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.119.13.238; ExternalIP=16.47.56.34; Action=Allowed; Domain=repo.jbcszuykqb.org; QType=AAAA; RCode=REFUSED
Timestamp=2025-08-10 02:08:22; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.123.223.48; ExternalIP=219.10.89.230; Action=Allowed; Domain=assets.itpyy.co; QType=NS; RCode=SERVFAIL
Timestamp=2025-08-10 02:09:22; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.34.38.182; ExternalIP=202.254.234.207; Action=Allowed; Domain=repo.sudltw.dev; QType=MX; RCode=REFUSED
Timestamp=2025-08-10 02:12:13; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.223.28.91; ExternalIP=57.220.238.156; Action=Blocked; Domain=mail.ykzjzylpnm.io; QType=AAAA; RCode=NOERROR
Timestamp=2025-08-10 02:15:49; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.125.81.140; ExternalIP=188.218.66.189; Action=Blocked; Domain=auth.lfpwvxtpei.biz; QType=CAA; RCode=NXDOMAIN
Timestamp=2025-08-10 02:17:35; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.45.72.254; ExternalIP=151.75.207.18; Action=Blocked; Domain=vpn.ymowt.com; QType=AAAA; RCode=FORMERR
Timestamp=2025-08-10 02:25:11; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.242.82.197; ExternalIP=147.101.174.184; Action=Allowed; Domain=api.qifmyqdqk.biz; QType=TXT; RCode=SERVFAIL
Timestamp=2025-08-10 02:28:56; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.39.8.110; ExternalIP=140.2.80.5; Action=Blocked; Domain=assets.klfvfen.info; QType=MX; RCode=NOERROR
Timestamp=2025-08-10 02:38:27; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.32.118.207; ExternalIP=137.29.35.232; Action=Allowed; Domain=api.jypbzhwyro.com; QType=PTR; RCode=SERVFAIL
Timestamp=2025-08-10 02:48:41; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.146.251.123; ExternalIP=66.113.8.152; Action=Allowed; Domain=login.xpopi.org; QType=PTR; RCode=SERVFAIL
Timestamp=2025-08-10 02:49:33; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.59.41.251; ExternalIP=146.17.57.215; Action=Allowed; Domain=cdn.mdqdfxno.org; QType=TXT; RCode=NOERROR
Timestamp=2025-08-10 03:03:16; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.103.234.203; ExternalIP=99.99.119.123; Action=Blocked; Domain=cdn.pqgfjsldg.xyz; QType=CAA; RCode=NOERROR
Timestamp=2025-08-10 03:09:24; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.202.249.102; ExternalIP=174.45.170.104; Action=Blocked; Domain=updates.coycxuj.net; QType=TXT; RCode=FORMERR
Timestamp=2025-08-10 03:18:49; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.25.75.200; ExternalIP=93.231.135.143; Action=Allowed; Domain=repo.jybuqgxbbq.biz; QType=NS; RCode=SERVFAIL
Timestamp=2025-08-10 03:25:59; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.239.247.234; ExternalIP=186.113.91.46; Action=Blocked; Domain=vpn.hzoykf.org; QType=SOA; RCode=NOERROR
Timestamp=2025-08-10 03:49:36; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.227.240.100; ExternalIP=73.60.228.29; Action=Blocked; Domain=status.hkejnbqw.xyz; QType=NS; RCode=NXDOMAIN
Timestamp=2025-08-10 03:54:00; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.198.170.146; ExternalIP=223.178.186.244; Action=Blocked; Domain=status.tirmez.info; QType=A; RCode=REFUSED
Timestamp=2025-08-10 03:59:12; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.63.2.179; ExternalIP=107.192.124.78; Action=Allowed; Domain=repo.vypglvylg.xyz; QType=PTR; RCode=REFUSED
Timestamp=2025-08-10 04:11:57; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.80.175.133; ExternalIP=90.202.251.89; Action=Allowed; Domain=updates.wiqbsx.biz; QType=MX; RCode=REFUSED
Timestamp=2025-08-10 04:19:29; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.116.192.80; ExternalIP=142.18.196.136; Action=Blocked; Domain=api.yyksarmym.net; QType=AAAA; RCode=REFUSED
Timestamp=2025-08-10 04:22:45; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.129.226.27; ExternalIP=220.203.138.101; Action=Blocked; Domain=mail.dsqnzfi.io; QType=PTR; RCode=REFUSED
Timestamp=2025-08-10 04:32:51; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.201.7.18; ExternalIP=191.133.92.77; Action=Allowed; Domain=portal.gjgjb.net; QType=MX; RCode=REFUSED
Timestamp=2025-08-10 04:40:05; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.196.126.19; ExternalIP=216.197.123.255; Action=Blocked; Domain=auth.yqgfnfbv.org; QType=SRV; RCode=NXDOMAIN
Timestamp=2025-08-10 04:45:06; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.113.207.248; ExternalIP=91.104.151.31; Action=Blocked; Domain=assets.rrkvzyc.dev; QType=NS; RCode=NXDOMAIN
Timestamp=2025-08-10 04:51:38; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.91.253.62; ExternalIP=158.115.88.65; Action=Allowed; Domain=api.oikvqg.org; QType=TXT; RCode=FORMERR
Timestamp=2025-08-10 04:55:20; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.218.145.123; ExternalIP=78.192.22.197; Action=Blocked; Domain=updates.xhlaepzsf.org; QType=A; RCode=REFUSED
Timestamp=2025-08-10 05:05:44; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.153.77.154; ExternalIP=27.76.162.132; Action=Blocked; Domain=assets.ltaynzixj.dev; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-08-10 05:09:46; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.60.67.2; ExternalIP=62.137.236.40; Action=Blocked; Domain=assets.opoym.org; QType=SOA; RCode=REFUSED
Timestamp=2025-08-10 05:12:02; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.227.154.47; ExternalIP=47.251.160.160; Action=Blocked; Domain=www.ymsjer.net; QType=CAA; RCode=NXDOMAIN
Timestamp=2025-08-10 05:24:26; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.188.35.93; ExternalIP=147.215.45.3; Action=Blocked; Domain=api.sxrklhwxn.biz; QType=A; RCode=FORMERR
Timestamp=2025-08-10 05:32:11; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.175.179.164; ExternalIP=205.54.164.241; Action=Allowed; Domain=portal.yyfhicl.com; QType=A; RCode=SERVFAIL
Timestamp=2025-08-10 05:38:09; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.46.193.126; ExternalIP=51.202.49.84; Action=Allowed; Domain=updates.kqnxak.biz; QType=SOA; RCode=NOERROR
Timestamp=2025-08-10 05:40:03; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.127.191.108; ExternalIP=61.194.121.34; Action=Allowed; Domain=auth.mjqui.com; QType=CAA; RCode=NXDOMAIN
Timestamp=2025-08-10 05:47:29; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.210.10.166; ExternalIP=63.46.132.222; Action=Allowed; Domain=updates.ydycq.net; QType=SRV; RCode=SERVFAIL
Timestamp=2025-08-10 06:00:38; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.121.144.55; ExternalIP=218.225.103.198; Action=Blocked; Domain=auth.mmdwnf.org; QType=CAA; RCode=FORMERR
Timestamp=2025-08-10 06:11:41; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.103.220.56; ExternalIP=81.36.210.211; Action=Allowed; Domain=mail.sdoifn.biz; QType=A; RCode=NOERROR
Timestamp=2025-08-10 06:19:14; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.34.22.107; ExternalIP=197.248.182.62; Action=Allowed; Domain=mail.xzylcjxqxv.net; QType=PTR; RCode=REFUSED
Timestamp=2025-08-10 06:35:40; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.74.97.163; ExternalIP=86.37.180.27; Action=Allowed; Domain=updates.sezab.xyz; QType=NS; RCode=NXDOMAIN
Timestamp=2025-08-10 06:41:00; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.246.56.219; ExternalIP=219.206.205.104; Action=Allowed; Domain=login.pcvzfnymy.co; QType=PTR; RCode=REFUSED
Timestamp=2025-08-10 06:50:30; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.132.210.236; ExternalIP=100.116.237.13; Action=Allowed; Domain=assets.xxikwpizr.xyz; QType=TXT; RCode=NXDOMAIN
Timestamp=2025-08-10 06:55:42; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.182.5.150; ExternalIP=139.231.229.194; Action=Allowed; Domain=login.borret.org; QType=TXT; RCode=REFUSED
Timestamp=2025-08-10 07:01:58; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.58.117.40; ExternalIP=83.60.6.177; Action=Allowed; Domain=secure.clloqdwt.io; QType=MX; RCode=NXDOMAIN
Timestamp=2025-08-10 07:11:51; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.212.172.67; ExternalIP=178.8.224.100; Action=Blocked; Domain=auth.fdljcuml.info; QType=PTR; RCode=REFUSED
Timestamp=2025-08-10 07:16:01; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.49.189.249; ExternalIP=189.211.171.6; Action=Blocked; Domain=mail.pufvxije.org; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-08-10 07:20:29; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.189.115.124; ExternalIP=38.145.238.244; Action=Allowed; Domain=cdn.wuyfdfnfq.xyz; QType=CAA; RCode=FORMERR
Timestamp=2025-08-10 07:24:38; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.144.168.154; ExternalIP=189.36.24.80; Action=Blocked; Domain=secure.qbmoh.org; QType=SRV; RCode=NOERROR
Timestamp=2025-08-10 07:32:29; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.102.116.21; ExternalIP=156.79.234.120; Action=Blocked; Domain=api.sitcdhvj.net; QType=SOA; RCode=SERVFAIL
Timestamp=2025-08-10 07:44:45; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.194.197.152; ExternalIP=46.199.6.87; Action=Blocked; Domain=mail.fmimbih.net; QType=TXT; RCode=NOERROR
Timestamp=2025-08-10 07:52:48; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.6.47.112; ExternalIP=87.110.211.233; Action=Allowed; Domain=auth.wretbkh.dev; QType=TXT; RCode=NOERROR
Timestamp=2025-08-10 07:58:37; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.150.141.215; ExternalIP=187.92.6.60; Action=Blocked; Domain=repo.lzxlft.net; QType=A; RCode=NXDOMAIN
Timestamp=2025-08-10 07:59:54; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.248.44.246; ExternalIP=74.199.143.215; Action=Allowed; Domain=assets.ibarmfvw.info; QType=TXT; RCode=FORMERR
Timestamp=2025-08-10 08:02:17; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.159.106.1; ExternalIP=60.30.251.157; Action=Blocked; Domain=portal.uarsx.net; QType=MX; RCode=REFUSED
Timestamp=2025-08-10 08:05:23; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.148.36.97; ExternalIP=122.137.146.247; Action=Blocked; Domain=auth.rhvghg.dev; QType=CAA; RCode=FORMERR
Timestamp=2025-08-10 08:20:15; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.18.50.21; ExternalIP=145.251.48.123; Action=Allowed; Domain=repo.bcsimvyw.io; QType=NS; RCode=NOERROR
Timestamp=2025-08-10 08:21:49; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.150.169.36; ExternalIP=101.139.35.247; Action=Allowed; Domain=cdn.mzikmzl.net; QType=NS; RCode=REFUSED
Timestamp=2025-08-10 08:22:53; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.166.131.140; ExternalIP=165.35.154.253; Action=Blocked; Domain=api.hwdeuob.info; QType=SRV; RCode=FORMERR
Timestamp=2025-08-10 08:38:42; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.111.86.14; ExternalIP=212.74.135.194; Action=Allowed; Domain=vpn.lqzqxujw.xyz; QType=NS; RCode=NOERROR
Timestamp=2025-08-10 08:39:00; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.157.90.150; ExternalIP=216.73.207.184; Action=Blocked; Domain=assets.rhwvh.xyz; QType=A; RCode=NOERROR
Timestamp=2025-08-10 08:44:56; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.51.3.24; ExternalIP=13.255.145.104; Action=Blocked; Domain=portal.wxykz.co; QType=AAAA; RCode=NOERROR
Timestamp=2025-08-10 08:49:37; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.115.119.29; ExternalIP=142.22.104.178; Action=Allowed; Domain=www.nqhxsofnh.io; QType=PTR; RCode=NOERROR
Timestamp=2025-08-10 08:51:29; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.226.70.240; ExternalIP=44.203.168.154; Action=Allowed; Domain=auth.mllcxzh.co; QType=SRV; RCode=NXDOMAIN
Timestamp=2025-08-10 09:07:41; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.32.132.211; ExternalIP=89.119.97.252; Action=Allowed; Domain=secure.baxoefxt.dev; QType=MX; RCode=REFUSED
