Jul 19 23:28:22 postfix01 MTA[24308]: 3e72bw: from=<george.75@corporate.co>, to=<sara.92@mailbox.biz>, relay=mx.test.org [183.132.131.5], proto=ESMTP, delay=18.42, size=12359, nrcpts=1, msgid=<20250719232822.3e72bw@postfix01>, status=Rejected (553 Invalid recipient)
Aug 10 22:06:06 postfix01 MTA[59557]: vylaci: from=<grace.93@company.net>, to=<mark.21@mailservice.io>, relay=smtp.marketing.agency [126.206.2.211], proto=SMTP, delay=2.28, size=1546, nrcpts=1, msgid=<20250810220606.vylaci@postfix01>, status=Bounced (554 Transaction failed)
Aug 10 22:14:39 aixhost MTA[75378]: ifyap6: from=<brian.77@corporate.co>, to=<bella.45@logistics.inc>, relay=smtp.cloudmail.ai [78.248.100.163], proto=ESMTP, delay=9.97, size=13500, nrcpts=2, msgid=<20250810221439.ifyap6@aixhost>, status=Sent (250 OK)
Aug 10 22:23:17 mailgw1 MTA[26967]: pc0qn2: from=<bob.39@test.org>, to=<susan.56@fastmail.pro>, relay=gw.researchlab.org [135.49.230.162], proto=SMTP, delay=24.96, size=17925, nrcpts=1, msgid=<20250810222317.pc0qn2@mailgw1>, status=Rejected (550 Spam message blocked)
Aug 10 22:23:28 mailgw1 MTA[89311]: 8a85rh: from=<mia.97@example.com>, to=<luke.84@corporate.co>, relay=relay.mailservice.io [178.111.4.145], proto=ESMTP, delay=20.95, size=15663, nrcpts=1, msgid=<20250810222328.8a85rh@mailgw1>, status=Bounced (552 Message too large)
Aug 10 22:31:36 aixhost MTA[25224]: sjtqvv: from=<alice.88@example.com>, to=<karen.74@mailbox.biz>, relay=smtp.company.net [159.180.65.234], proto=ESMTP, delay=13.88, size=6589, nrcpts=1, msgid=<20250810223136.sjtqvv@aixhost>, status=Bounced (552 Message too large)
Aug 10 22:42:13 postfix01 MTA[95320]: f2xz0p: from=<linda.97@securemail.gov>, to=<john.70@fastmail.pro>, relay=relay.mailbox.biz [14.163.130.32], proto=SMTP, delay=26.63, size=5006, nrcpts=1, msgid=<20250810224213.f2xz0p@postfix01>, status=Rejected (554 Relay access denied)
Aug 10 22:43:00 mailgw1 MTA[94979]: xreddp: from=<emily.87@corporate.co>, to=<eric.73@fastmail.pro>, relay=mx1.fastmail.pro [60.135.88.132], proto=ESMTP, delay=23.53, size=3014, nrcpts=1, msgid=<20250810224300.xreddp@mailgw1>, status=Sent (250 Message queued)
Aug 10 22:44:22 aixhost MTA[36184]: whmbb8: from=<mark.90@securemail.gov>, to=<michael.56@test.org>, relay=smtp1.alpha.tech [67.254.252.125], proto=ESMTP, delay=28.85, size=4626, nrcpts=1, msgid=<20250810224422.whmbb8@aixhost>, status=Sent (250 Message queued)
Aug 10 22:48:04 postfix01 MTA[16822]: nfetn7: from=<bob.69@banksecure.fin>, to=<michael.54@marketing.agency>, relay=smtp1.alpha.tech [52.49.36.164], proto=ESMTP, delay=20.86, size=14198, nrcpts=2, msgid=<20250810224804.nfetn7@postfix01>, status=Deferred (451 Temporary local problem)
Aug 10 22:48:29 postfix01 MTA[60501]: hpt04k: from=<susan.65@researchlab.org>, to=<john.74@cloudmail.ai>, relay=relay.corporate.co [58.10.137.183], proto=ESMTP, delay=25.95, size=14842, nrcpts=2, msgid=<20250810224829.hpt04k@postfix01>, status=Rejected (550 Spam message blocked)
Aug 10 22:48:33 aixhost MTA[60466]: 7z84q2: from=<susan.41@corporate.co>, to=<bob.88@mailservice.io>, relay=relay.partner.solutions [69.31.79.57], proto=ESMTP, delay=29.82, size=19832, nrcpts=2, msgid=<20250810224833.7z84q2@aixhost>, status=Rejected (553 Invalid recipient)
Aug 10 22:49:10 aixhost MTA[35531]: d59v46: from=<hannah.30@researchlab.org>, to=<tom.82@researchlab.org>, relay=relay.partner.solutions [195.89.139.182], proto=SMTP, delay=23.97, size=1809, nrcpts=1, msgid=<20250810224910.d59v46@aixhost>, status=Rejected (553 Invalid recipient)
Aug 10 22:50:04 aixhost MTA[17986]: ve41wd: from=<chloe.3@example.com>, to=<linda.64@banksecure.fin>, relay=relay.corporate.co [17.202.183.40], proto=SMTP, delay=9.99, size=10348, nrcpts=1, msgid=<20250810225004.ve41wd@aixhost>, status=Bounced (554 Transaction failed)
Aug 10 22:51:20 mailgw1 MTA[56294]: kobaev: from=<lucy.36@cloudmail.ai>, to=<adam.55@test.org>, relay=mail.logistics.inc [179.27.234.150], proto=ESMTP, delay=1.12, size=4034, nrcpts=1, msgid=<20250810225120.kobaev@mailgw1>, status=Rejected (554 Relay access denied)
Aug 10 22:51:39 mailgw1 MTA[60450]: 0hro51: from=<mark.5@marketing.agency>, to=<adam.45@company.net>, relay=mail.logistics.inc [24.103.76.147], proto=SMTP, delay=10.4, size=14920, nrcpts=1, msgid=<20250810225139.0hro51@mailgw1>, status=Bounced (554 Transaction failed)
Aug 10 22:56:11 mailgw1 MTA[36474]: xfk4yz: from=<grace.74@fastmail.pro>, to=<sophia.80@fastmail.pro>, relay=smtp.marketing.agency [171.239.65.88], proto=ESMTP, delay=6.98, size=14802, nrcpts=2, msgid=<20250810225611.xfk4yz@mailgw1>, status=Bounced (550 User unknown)
Aug 10 22:59:59 aixhost MTA[52184]: ttajk1: from=<hannah.88@university.edu>, to=<adam.70@university.edu>, relay=relay.corporate.co [207.84.72.128], proto=ESMTP, delay=29.04, size=8081, nrcpts=2, msgid=<20250810225959.ttajk1@aixhost>, status=Rejected (554 Relay access denied)
Aug 10 23:01:24 mailgw1 MTA[30523]: da4jrr: from=<hannah.45@company.net>, to=<grace.63@mailbox.biz>, relay=mailrelay.example.net [187.220.131.171], proto=ESMTP, delay=15.13, size=2260, nrcpts=1, msgid=<20250810230124.da4jrr@mailgw1>, status=Rejected (554 Relay access denied)
Aug 10 23:03:12 mailgw1 MTA[26662]: x23uud: from=<tom.66@logistics.inc>, to=<natalie.42@alpha.tech>, relay=relay.partner.solutions [15.119.175.42], proto=SMTP, delay=26.96, size=4256, nrcpts=1, msgid=<20250810230312.x23uud@mailgw1>, status=Rejected (553 Invalid recipient)
Aug 10 23:04:10 aixhost MTA[81719]: ip3xur: from=<john.79@securemail.gov>, to=<linda.37@securemail.gov>, relay=smtp.marketing.agency [223.11.215.250], proto=SMTP, delay=21.5, size=9955, nrcpts=2, msgid=<20250810230410.ip3xur@aixhost>, status=Rejected (550 Spam message blocked)
Aug 10 23:06:44 aixhost MTA[85194]: 1q51we: from=<james.43@partner.solutions>, to=<eric.49@alpha.tech>, relay=smtp1.alpha.tech [84.201.173.97], proto=ESMTP, delay=16.36, size=2161, nrcpts=2, msgid=<20250810230644.1q51we@aixhost>, status=Sent (250 OK)
Aug 10 23:11:50 mailgw1 MTA[55421]: sb8uz8: from=<emily.96@logistics.inc>, to=<sara.26@securemail.gov>, relay=mx.test.org [50.71.127.65], proto=ESMTP, delay=6.68, size=18334, nrcpts=1, msgid=<20250810231150.sb8uz8@mailgw1>, status=Rejected (553 Invalid recipient)
Aug 10 23:16:53 postfix01 MTA[50269]: 5qffwy: from=<linda.68@securemail.gov>, to=<chloe.47@banksecure.fin>, relay=mx.test.org [14.239.96.231], proto=ESMTP, delay=4.5, size=3787, nrcpts=2, msgid=<20250810231653.5qffwy@postfix01>, status=Deferred (451 Temporary local problem)
Aug 10 23:20:11 mailgw1 MTA[54914]: m9y9z5: from=<daniel.87@logistics.inc>, to=<alice.79@example.com>, relay=smtp.company.net [150.120.105.121], proto=ESMTP, delay=29.57, size=13461, nrcpts=1, msgid=<20250810232011.m9y9z5@mailgw1>, status=Sent (250 OK)
Aug 10 23:23:02 mailgw1 MTA[17021]: h467ja: from=<eric.86@banksecure.fin>, to=<hannah.42@mailbox.biz>, relay=smtp.banksecure.fin [143.153.111.231], proto=ESMTP, delay=27.45, size=4118, nrcpts=1, msgid=<20250810232302.h467ja@mailgw1>, status=Deferred (451 Temporary local problem)
Aug 10 23:23:23 mailgw1 MTA[93257]: 2o987k: from=<kevin.79@marketing.agency>, to=<oliver.41@marketing.agency>, relay=mx.securemail.gov [48.92.63.156], proto=ESMTP, delay=10.62, size=7960, nrcpts=2, msgid=<20250810232323.2o987k@mailgw1>, status=Sent (250 OK)
Aug 10 23:26:51 mailgw1 MTA[77518]: lssg3k: from=<bella.46@alpha.tech>, to=<linda.47@mailservice.io>, relay=smtp1.alpha.tech [78.228.80.223], proto=ESMTP, delay=18.58, size=9033, nrcpts=1, msgid=<20250810232651.lssg3k@mailgw1>, status=Sent (250 OK)
Aug 10 23:29:13 aixhost MTA[42175]: 1pb3yx: from=<karen.7@banksecure.fin>, to=<sara.63@test.org>, relay=relay.mailbox.biz [115.254.248.130], proto=ESMTP, delay=2.76, size=12902, nrcpts=1, msgid=<20250810232913.1pb3yx@aixhost>, status=Sent (250 OK)
Aug 10 23:30:53 aixhost MTA[24602]: cqas6l: from=<zoe.93@corporate.co>, to=<oliver.88@mailservice.io>, relay=mx.securemail.gov [65.154.212.254], proto=SMTP, delay=17.92, size=18429, nrcpts=1, msgid=<20250810233053.cqas6l@aixhost>, status=Rejected (554 Relay access denied)
Aug 10 23:31:39 mailgw1 MTA[40710]: 1wyp90: from=<karen.21@mailservice.io>, to=<kevin.41@corporate.co>, relay=relay.mailbox.biz [168.249.94.207], proto=ESMTP, delay=21.82, size=16376, nrcpts=2, msgid=<20250810233139.1wyp90@mailgw1>, status=Rejected (554 Relay access denied)
Aug 10 23:34:10 postfix01 MTA[55046]: 2uvkfv: from=<linda.42@university.edu>, to=<emma.38@corporate.co>, relay=mx.securemail.gov [208.168.71.207], proto=SMTP, delay=15.38, size=16074, nrcpts=1, msgid=<20250810233410.2uvkfv@postfix01>, status=Bounced (554 Transaction failed)
Aug 10 23:35:19 mailgw1 MTA[95922]: 9ybm5b: from=<kevin.12@banksecure.fin>, to=<hannah.26@mailbox.biz>, relay=gw.researchlab.org [128.137.93.237], proto=SMTP, delay=24.05, size=12407, nrcpts=1, msgid=<20250810233519.9ybm5b@mailgw1>, status=Bounced (552 Message too large)
Aug 10 23:40:33 postfix01 MTA[12032]: 34a968: from=<kevin.70@fastmail.pro>, to=<lucy.31@partner.solutions>, relay=mx1.fastmail.pro [132.146.116.196], proto=ESMTP, delay=17.54, size=17479, nrcpts=2, msgid=<20250810234033.34a968@postfix01>, status=Deferred (451 Temporary local problem)
Aug 10 23:44:50 mailgw1 MTA[62157]: kw8l9n: from=<hannah.58@researchlab.org>, to=<andrew.96@logistics.inc>, relay=smtp.company.net [213.215.64.46], proto=SMTP, delay=10.12, size=11799, nrcpts=1, msgid=<20250810234450.kw8l9n@mailgw1>, status=Rejected (553 Invalid recipient)
Aug 10 23:45:34 aixhost MTA[40044]: tdnp9l: from=<kevin.76@company.net>, to=<natalie.40@university.edu>, relay=smtp.cloudmail.ai [157.208.236.240], proto=ESMTP, delay=18.77, size=16980, nrcpts=2, msgid=<20250810234534.tdnp9l@aixhost>, status=Sent (250 OK)
Aug 10 23:46:13 postfix01 MTA[31963]: dx9ji9: from=<grace.1@mailbox.biz>, to=<natalie.50@logistics.inc>, relay=smtp.marketing.agency [29.132.181.219], proto=SMTP, delay=9.18, size=2151, nrcpts=1, msgid=<20250810234613.dx9ji9@postfix01>, status=Bounced (550 User unknown)
Aug 10 23:46:15 aixhost MTA[96284]: rtrmvv: from=<adam.72@company.net>, to=<natalie.32@partner.solutions>, relay=smtp.banksecure.fin [86.121.90.75], proto=SMTP, delay=18.34, size=17370, nrcpts=1, msgid=<20250810234615.rtrmvv@aixhost>, status=Rejected (553 Invalid recipient)
Aug 10 23:46:20 mailgw1 MTA[45652]: r9xp2k: from=<hannah.54@test.org>, to=<michael.71@company.net>, relay=relay.partner.solutions [3.137.79.218], proto=ESMTP, delay=12.52, size=9340, nrcpts=1, msgid=<20250810234620.r9xp2k@mailgw1>, status=Rejected (550 Spam message blocked)
Aug 10 23:53:49 mailgw1 MTA[10610]: gveh2k: from=<natalie.77@corporate.co>, to=<emily.16@corporate.co>, relay=smtp.cloudmail.ai [213.68.50.13], proto=ESMTP, delay=17.42, size=19780, nrcpts=1, msgid=<20250810235349.gveh2k@mailgw1>, status=Sent (250 OK)
Aug 10 23:57:57 mailgw1 MTA[38016]: vfsgze: from=<mark.30@test.org>, to=<michael.65@mailservice.io>, relay=smtp.company.net [146.182.95.210], proto=SMTP, delay=14.95, size=2978, nrcpts=1, msgid=<20250810235757.vfsgze@mailgw1>, status=Bounced (550 User unknown)
Aug 11 00:01:08 mailgw1 MTA[33005]: oweb8c: from=<tom.73@fastmail.pro>, to=<sara.64@fastmail.pro>, relay=gw.researchlab.org [11.2.180.157], proto=ESMTP, delay=29.96, size=13234, nrcpts=2, msgid=<20250811000108.oweb8c@mailgw1>, status=Rejected (553 Invalid recipient)
Aug 11 00:02:23 aixhost MTA[10911]: y9r0x1: from=<hannah.97@test.org>, to=<ryan.95@example.com>, relay=relay.corporate.co [40.4.76.239], proto=ESMTP, delay=17.12, size=10858, nrcpts=1, msgid=<20250811000223.y9r0x1@aixhost>, status=Rejected (550 Spam message blocked)
Aug 11 00:04:34 mailgw1 MTA[59177]: e00wrp: from=<david.9@test.org>, to=<david.65@university.edu>, relay=smtp.company.net [21.98.171.211], proto=ESMTP, delay=2.39, size=3069, nrcpts=1, msgid=<20250811000434.e00wrp@mailgw1>, status=Sent (250 OK)
Aug 11 00:10:21 aixhost MTA[45383]: hqgrwv: from=<justin.18@logistics.inc>, to=<ava.34@fastmail.pro>, relay=relay.partner.solutions [161.106.171.211], proto=ESMTP, delay=14.71, size=17794, nrcpts=1, msgid=<20250811001021.hqgrwv@aixhost>, status=Deferred (450 Timeout)
Aug 11 00:10:38 postfix01 MTA[30431]: cfrbfj: from=<james.74@partner.solutions>, to=<laura.62@company.net>, relay=gw.researchlab.org [102.193.85.121], proto=ESMTP, delay=13.26, size=15102, nrcpts=1, msgid=<20250811001038.cfrbfj@postfix01>, status=Sent (250 Message queued)
Aug 11 00:25:50 aixhost MTA[21467]: 2blo0p: from=<steven.36@securemail.gov>, to=<ryan.90@alpha.tech>, relay=mail.logistics.inc [189.167.89.69], proto=ESMTP, delay=18.71, size=2490, nrcpts=1, msgid=<20250811002550.2blo0p@aixhost>, status=Deferred (451 Temporary local problem)
Aug 11 00:29:50 postfix01 MTA[65417]: ro9gsm: from=<karen.48@alpha.tech>, to=<susan.87@university.edu>, relay=mx1.fastmail.pro [199.198.114.241], proto=ESMTP, delay=28.29, size=16061, nrcpts=1, msgid=<20250811002950.ro9gsm@postfix01>, status=Deferred (450 Timeout)
Aug 11 00:31:56 aixhost MTA[17874]: uboef1: from=<justin.99@test.org>, to=<sara.82@example.com>, relay=smtp.marketing.agency [178.40.54.43], proto=ESMTP, delay=9.77, size=8491, nrcpts=1, msgid=<20250811003156.uboef1@aixhost>, status=Rejected (553 Invalid recipient)
Aug 11 00:34:45 mailgw1 MTA[74405]: eoq2id: from=<sophia.15@banksecure.fin>, to=<laura.72@mailservice.io>, relay=relay.corporate.co [182.143.244.106], proto=ESMTP, delay=7.33, size=4009, nrcpts=1, msgid=<20250811003445.eoq2id@mailgw1>, status=Deferred (451 Temporary local problem)
Aug 11 00:39:07 aixhost MTA[11886]: g4z90l: from=<david.68@cloudmail.ai>, to=<olivia.64@test.org>, relay=smtp.banksecure.fin [121.199.27.182], proto=ESMTP, delay=22.83, size=11913, nrcpts=2, msgid=<20250811003907.g4z90l@aixhost>, status=Bounced (550 User unknown)
Aug 11 00:41:54 postfix01 MTA[94617]: hg44ne: from=<henry.1@mailservice.io>, to=<chloe.93@test.org>, relay=relay.partner.solutions [50.197.204.46], proto=ESMTP, delay=29.21, size=14316, nrcpts=1, msgid=<20250811004154.hg44ne@postfix01>, status=Sent (250 OK)
Aug 11 00:42:43 postfix01 MTA[50818]: hmnwed: from=<zoe.33@university.edu>, to=<natalie.67@researchlab.org>, relay=relay.mailservice.io [79.184.141.10], proto=ESMTP, delay=3.98, size=8407, nrcpts=1, msgid=<20250811004243.hmnwed@postfix01>, status=Bounced (552 Message too large)
Aug 11 00:44:01 aixhost MTA[51235]: xnvtmv: from=<ryan.57@corporate.co>, to=<nora.78@securemail.gov>, relay=outbound.university.edu [174.26.205.203], proto=SMTP, delay=15.62, size=10198, nrcpts=1, msgid=<20250811004401.xnvtmv@aixhost>, status=Rejected (550 Spam message blocked)
Aug 11 01:00:10 aixhost MTA[98295]: 3jy67g: from=<andrew.68@company.net>, to=<justin.76@mailbox.biz>, relay=relay.mailbox.biz [19.108.220.51], proto=ESMTP, delay=7.24, size=11501, nrcpts=1, msgid=<20250811010010.3jy67g@aixhost>, status=Bounced (552 Message too large)
Aug 11 01:00:56 mailgw1 MTA[82117]: hgp3yx: from=<eric.61@fastmail.pro>, to=<grace.24@partner.solutions>, relay=smtp.banksecure.fin [74.76.176.73], proto=ESMTP, delay=12.78, size=8219, nrcpts=2, msgid=<20250811010056.hgp3yx@mailgw1>, status=Sent (250 OK)
Aug 11 01:01:14 mailgw1 MTA[96697]: h9nczp: from=<zoe.39@banksecure.fin>, to=<charles.55@banksecure.fin>, relay=smtp.company.net [96.247.78.105], proto=ESMTP, delay=7.94, size=19488, nrcpts=2, msgid=<20250811010114.h9nczp@mailgw1>, status=Sent (250 Message queued)
Aug 11 01:01:43 mailgw1 MTA[76693]: endryh: from=<steven.12@marketing.agency>, to=<lucy.84@banksecure.fin>, relay=outbound.university.edu [55.0.16.212], proto=SMTP, delay=13.67, size=7137, nrcpts=1, msgid=<20250811010143.endryh@mailgw1>, status=Rejected (554 Relay access denied)
Aug 11 01:04:21 postfix01 MTA[49490]: 31tbam: from=<laura.79@researchlab.org>, to=<oliver.62@test.org>, relay=outbound.university.edu [78.111.100.208], proto=SMTP, delay=16.52, size=5696, nrcpts=1, msgid=<20250811010421.31tbam@postfix01>, status=Rejected (554 Relay access denied)
Aug 11 01:04:43 mailgw1 MTA[56524]: dndl8a: from=<zoe.90@partner.solutions>, to=<hannah.5@banksecure.fin>, relay=smtp.marketing.agency [102.211.23.238], proto=SMTP, delay=29.79, size=10936, nrcpts=1, msgid=<20250811010443.dndl8a@mailgw1>, status=Rejected (550 Spam message blocked)
Aug 11 01:06:36 mailgw1 MTA[35795]: yu290w: from=<brian.68@alpha.tech>, to=<luke.28@cloudmail.ai>, relay=smtp.marketing.agency [81.223.159.21], proto=ESMTP, delay=3.62, size=12412, nrcpts=2, msgid=<20250811010636.yu290w@mailgw1>, status=Bounced (550 User unknown)
Aug 11 01:10:03 aixhost MTA[22561]: hnqm3i: from=<james.68@company.net>, to=<henry.24@mailservice.io>, relay=mx.securemail.gov [140.165.161.212], proto=SMTP, delay=20.88, size=12779, nrcpts=1, msgid=<20250811011003.hnqm3i@aixhost>, status=Bounced (552 Message too large)
Aug 11 01:11:09 postfix01 MTA[42015]: xzv218: from=<daniel.31@mailbox.biz>, to=<natalie.67@banksecure.fin>, relay=relay.corporate.co [111.109.172.136], proto=ESMTP, delay=17.65, size=6256, nrcpts=2, msgid=<20250811011109.xzv218@postfix01>, status=Sent (250 Message queued)
Aug 11 01:13:41 mailgw1 MTA[32342]: 7yqazz: from=<henry.61@cloudmail.ai>, to=<emma.85@alpha.tech>, relay=relay.partner.solutions [25.20.69.226], proto=ESMTP, delay=14.71, size=16526, nrcpts=1, msgid=<20250811011341.7yqazz@mailgw1>, status=Deferred (451 Temporary local problem)
Aug 11 01:25:15 mailgw1 MTA[97467]: e8m5bb: from=<olivia.25@mailbox.biz>, to=<ryan.45@fastmail.pro>, relay=mx1.fastmail.pro [168.195.8.240], proto=SMTP, delay=17.03, size=19207, nrcpts=1, msgid=<20250811012515.e8m5bb@mailgw1>, status=Bounced (552 Message too large)
Aug 11 01:28:03 postfix01 MTA[48294]: z4r2kk: from=<charles.56@alpha.tech>, to=<tom.93@example.com>, relay=relay.mailservice.io [178.181.238.169], proto=SMTP, delay=20.16, size=13489, nrcpts=1, msgid=<20250811012803.z4r2kk@postfix01>, status=Bounced (554 Transaction failed)
Aug 11 01:32:47 postfix01 MTA[91850]: i2lsi6: from=<susan.82@university.edu>, to=<daniel.73@mailservice.io>, relay=mailrelay.example.net [61.37.202.209], proto=ESMTP, delay=15.43, size=1770, nrcpts=1, msgid=<20250811013247.i2lsi6@postfix01>, status=Deferred (451 Temporary local problem)
Aug 11 01:41:10 aixhost MTA[88210]: r0x89v: from=<adam.79@logistics.inc>, to=<steven.17@test.org>, relay=smtp.company.net [220.198.150.119], proto=ESMTP, delay=26.74, size=3251, nrcpts=1, msgid=<20250811014110.r0x89v@aixhost>, status=Deferred (451 Temporary local problem)
Aug 11 01:50:22 postfix01 MTA[90778]: smd13i: from=<nora.17@fastmail.pro>, to=<mark.62@mailbox.biz>, relay=outbound.university.edu [22.193.107.212], proto=SMTP, delay=23.32, size=2760, nrcpts=1, msgid=<20250811015022.smd13i@postfix01>, status=Bounced (552 Message too large)
Aug 11 01:51:55 postfix01 MTA[84028]: hd69zs: from=<susan.62@logistics.inc>, to=<natalie.2@test.org>, relay=mx1.fastmail.pro [148.158.80.28], proto=ESMTP, delay=4.51, size=17739, nrcpts=1, msgid=<20250811015155.hd69zs@postfix01>, status=Sent (250 OK)
Aug 11 02:02:07 mailgw1 MTA[20932]: rokcoj: from=<andrew.87@alpha.tech>, to=<chloe.14@securemail.gov>, relay=outbound.university.edu [49.15.192.185], proto=SMTP, delay=12.18, size=2085, nrcpts=1, msgid=<20250811020207.rokcoj@mailgw1>, status=Bounced (550 User unknown)
Aug 11 02:03:36 postfix01 MTA[21817]: 3w3j4t: from=<luke.51@company.net>, to=<nora.91@corporate.co>, relay=smtp.company.net [53.201.156.74], proto=ESMTP, delay=22.44, size=2807, nrcpts=1, msgid=<20250811020336.3w3j4t@postfix01>, status=Bounced (550 User unknown)
Aug 11 02:04:34 aixhost MTA[19378]: 9ymd9l: from=<sara.16@university.edu>, to=<emily.81@example.com>, relay=relay.mailservice.io [14.227.9.69], proto=ESMTP, delay=24.93, size=11248, nrcpts=1, msgid=<20250811020434.9ymd9l@aixhost>, status=Sent (250 OK)
Aug 11 02:05:36 mailgw1 MTA[49004]: 7bux8b: from=<karen.49@logistics.inc>, to=<david.55@securemail.gov>, relay=smtp.marketing.agency [100.102.229.235], proto=SMTP, delay=21.3, size=12624, nrcpts=1, msgid=<20250811020536.7bux8b@mailgw1>, status=Rejected (550 Spam message blocked)
Aug 11 02:07:10 mailgw1 MTA[38540]: w8g7gy: from=<karen.9@test.org>, to=<susan.22@researchlab.org>, relay=relay.mailbox.biz [24.129.202.72], proto=SMTP, delay=7.58, size=17042, nrcpts=1, msgid=<20250811020710.w8g7gy@mailgw1>, status=Rejected (553 Invalid recipient)
Aug 11 02:09:06 mailgw1 MTA[88795]: fh6mw9: from=<oliver.11@securemail.gov>, to=<olivia.10@mailservice.io>, relay=mx.test.org [142.0.175.238], proto=ESMTP, delay=12.25, size=13110, nrcpts=1, msgid=<20250811020906.fh6mw9@mailgw1>, status=Sent (250 OK)
Aug 11 02:11:45 postfix01 MTA[60551]: ds6950: from=<nora.76@example.com>, to=<oliver.93@logistics.inc>, relay=smtp1.alpha.tech [50.198.46.91], proto=ESMTP, delay=27.97, size=6351, nrcpts=1, msgid=<20250811021145.ds6950@postfix01>, status=Bounced (554 Transaction failed)
Aug 11 02:13:59 postfix01 MTA[69009]: vcjbv5: from=<ava.83@logistics.inc>, to=<andrew.2@logistics.inc>, relay=smtp.company.net [39.214.155.225], proto=ESMTP, delay=11.03, size=13761, nrcpts=2, msgid=<20250811021359.vcjbv5@postfix01>, status=Deferred (450 Timeout)
Aug 11 02:17:27 postfix01 MTA[11905]: ijasfw: from=<olivia.14@company.net>, to=<bob.10@example.com>, relay=gw.researchlab.org [57.186.43.215], proto=ESMTP, delay=20.47, size=18883, nrcpts=2, msgid=<20250811021727.ijasfw@postfix01>, status=Sent (250 OK)
Aug 11 02:17:41 mailgw1 MTA[52634]: esi1ow: from=<brian.73@marketing.agency>, to=<andrew.47@alpha.tech>, relay=smtp.company.net [85.247.74.74], proto=SMTP, delay=12.05, size=13790, nrcpts=1, msgid=<20250811021741.esi1ow@mailgw1>, status=Bounced (554 Transaction failed)
Aug 11 02:21:16 postfix01 MTA[42413]: 16sj29: from=<jane.80@fastmail.pro>, to=<mia.80@logistics.inc>, relay=mail.logistics.inc [94.152.37.177], proto=ESMTP, delay=14.44, size=4983, nrcpts=1, msgid=<20250811022116.16sj29@postfix01>, status=Bounced (554 Transaction failed)
Aug 11 02:22:42 aixhost MTA[74318]: goi98o: from=<tom.61@partner.solutions>, to=<linda.1@company.net>, relay=mailrelay.example.net [65.236.211.209], proto=ESMTP, delay=15.89, size=17103, nrcpts=1, msgid=<20250811022242.goi98o@aixhost>, status=Deferred (450 Timeout)
Aug 11 02:27:42 mailgw1 MTA[77074]: 3tnjuq: from=<emma.14@mailservice.io>, to=<ryan.74@banksecure.fin>, relay=mail.logistics.inc [79.230.185.75], proto=SMTP, delay=10.9, size=5810, nrcpts=1, msgid=<20250811022742.3tnjuq@mailgw1>, status=Rejected (553 Invalid recipient)
Aug 11 02:32:47 mailgw1 MTA[96380]: gtxv2v: from=<bella.33@logistics.inc>, to=<brian.52@banksecure.fin>, relay=mx1.fastmail.pro [209.205.82.147], proto=ESMTP, delay=17.05, size=7193, nrcpts=1, msgid=<20250811023247.gtxv2v@mailgw1>, status=Rejected (550 Spam message blocked)
Aug 11 02:33:52 aixhost MTA[79478]: 8vvosx: from=<michael.80@mailbox.biz>, to=<eric.47@test.org>, relay=smtp1.alpha.tech [197.120.15.171], proto=SMTP, delay=20.53, size=15197, nrcpts=1, msgid=<20250811023352.8vvosx@aixhost>, status=Rejected (553 Invalid recipient)
Aug 11 02:33:59 postfix01 MTA[15066]: rtq14j: from=<alice.56@logistics.inc>, to=<oliver.86@partner.solutions>, relay=gw.researchlab.org [7.208.83.19], proto=ESMTP, delay=25.07, size=6207, nrcpts=2, msgid=<20250811023359.rtq14j@postfix01>, status=Rejected (553 Invalid recipient)
Aug 11 02:38:51 mailgw1 MTA[67278]: kf71dp: from=<michael.68@company.net>, to=<eric.30@example.com>, relay=mx.securemail.gov [101.87.249.99], proto=SMTP, delay=5.58, size=14506, nrcpts=1, msgid=<20250811023851.kf71dp@mailgw1>, status=Bounced (550 User unknown)
Aug 11 02:39:44 postfix01 MTA[75991]: di5u8b: from=<daniel.21@banksecure.fin>, to=<andrew.64@fastmail.pro>, relay=relay.mailbox.biz [54.24.9.92], proto=SMTP, delay=20.63, size=6625, nrcpts=1, msgid=<20250811023944.di5u8b@postfix01>, status=Bounced (552 Message too large)
Aug 11 02:39:53 mailgw1 MTA[28787]: nwv37j: from=<alice.86@mailbox.biz>, to=<eric.40@test.org>, relay=relay.mailbox.biz [206.46.70.35], proto=ESMTP, delay=21.79, size=17670, nrcpts=2, msgid=<20250811023953.nwv37j@mailgw1>, status=Bounced (552 Message too large)
Aug 11 02:42:27 postfix01 MTA[82952]: l0k60f: from=<justin.9@mailbox.biz>, to=<david.94@corporate.co>, relay=relay.mailservice.io [58.48.134.45], proto=SMTP, delay=20.58, size=6043, nrcpts=1, msgid=<20250811024227.l0k60f@postfix01>, status=Rejected (550 Spam message blocked)
Aug 11 02:49:08 mailgw1 MTA[41020]: gzn0bf: from=<grace.60@cloudmail.ai>, to=<tom.33@university.edu>, relay=relay.mailbox.biz [95.185.64.231], proto=ESMTP, delay=1.67, size=3912, nrcpts=1, msgid=<20250811024908.gzn0bf@mailgw1>, status=Rejected (554 Relay access denied)
Aug 11 02:49:23 postfix01 MTA[36086]: usykr7: from=<jane.23@marketing.agency>, to=<george.20@test.org>, relay=mx1.fastmail.pro [134.84.65.139], proto=ESMTP, delay=19.05, size=1549, nrcpts=1, msgid=<20250811024923.usykr7@postfix01>, status=Sent (250 Message queued)
